page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
141718,Lynn Stewart (New Earth),\/wiki\/Lynn_Stewart_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,31,"1977, July",1977
141726,Peter Gambi (New Earth),\/wiki\/Peter_Gambi_(New_Earth),Public Identity,Neutral Characters,Black Eyes,Brown Hair,Male Characters,,Deceased Characters,13,"1977, April",1977
141727,Murray Takamoto (New Earth),\/wiki\/Murray_Takamoto_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,15,"1986, June",1986
141742,Firebug III (New Earth),\/wiki\/Firebug_III_(New_Earth),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,4,"2005, February",2005
141756,Michelle Torres (New Earth),\/wiki\/Michelle_Torres_(New_Earth),Public Identity,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,5,"2005, February",2005
141920,Cressida (New Earth),\/wiki\/Cressida_(New_Earth),,,,,Female Characters,,Living Characters,14,"2008, July",2008
141929,Jonathan Kelsey (Earth-One),\/wiki\/Jonathan_Kelsey_(Earth-One),,Bad Characters,,,Male Characters,,Living Characters,3,"1982, July",1982
141940,Ann Preston (New Earth),\/wiki\/Ann_Preston_(New_Earth),Public Identity,Neutral Characters,,Red Hair,Female Characters,,Living Characters,15,"2008, July",2008
141948,Bethany Keele (New Earth),\/wiki\/Bethany_Keele_(New_Earth),,Neutral Characters,,,Female Characters,,Living Characters,16,"2008, July",2008
141980,Harry Bailey (New Earth),\/wiki\/Harry_Bailey_(New_Earth),Public Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,15,"2008, July",2008
141987,Poet (New Earth),\/wiki\/Poet_(New_Earth),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,14,"2008, July",2008
141992,Rina (New Earth),\/wiki\/Rina_(New_Earth),,,,,Female Characters,,Living Characters,7,"2008, July",2008
142039,Tallulah Black (New Earth),\/wiki\/Tallulah_Black_(New_Earth),,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,18,"2007, April",2007
142053,Volk (New Earth),\/wiki\/Volk_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,11,"1985, July",1985
142057,Seductress (New Earth),\/wiki\/Seductress_(New_Earth),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,5,"2009, August",2009
142064,Zoe Torres (New Earth),\/wiki\/Zoe_Torres_(New_Earth),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,7,"2005, February",2005
142067,John Smalls (New Earth),\/wiki\/John_Smalls_(New_Earth),,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,"2006, June",2006
142176,Harry Kent (New Earth),\/wiki\/Harry_Kent_(New_Earth),,,,Brown Hair,Male Characters,,Deceased Characters,1,"1993, June",1993
142374,Ohm (New Earth),\/wiki\/Ohm_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,"1994, May",1994
142547,Kaliber (New Earth),\/wiki\/Kaliber_(New_Earth),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,5,"1992, April",1992
142613,Hector Rivera (New Earth),\/wiki\/Hector_Rivera_(New_Earth),,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,7,"1994, June",1994
142614,Jerry Conover (New Earth),\/wiki\/Jerry_Conover_(New_Earth),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,"1994, July",1994
142618,Lacey Van Horn (New Earth),\/wiki\/Lacey_Van_Horn_(New_Earth),,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,8,"1994, May",1994
142625,Christian Castle (New Earth),\/wiki\/Christian_Castle_(New_Earth),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,7,"1994, November",1994
142626,Kristin Castle (New Earth),\/wiki\/Kristin_Castle_(New_Earth),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,7,"1994, November",1994
142655,William Knightley (New Earth),\/wiki\/William_Knightley_(New_Earth),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,6,"2005, June",2005
142775,Predator (New Earth),\/wiki\/Predator_(New_Earth),,,,,,,Deceased Characters,38,"1984, July",1984
142846,"Gary Concord, Jr. (New Earth)","\/wiki\/Gary_Concord,_Jr._(New_Earth)",,Good Characters,,,Male Characters,,Living Characters,13,"1939, November",1939
142889,Hymn (New Earth),\/wiki\/Hymn_(New_Earth),,Good Characters,,,Male Characters,,Deceased Characters,13,"2009, March",2009
142895,Sercy (New Earth),\/wiki\/Sercy_(New_Earth),,Good Characters,,,Female Characters,,Deceased Characters,13,"2009, August",2009
143018,Sarolis (New Earth),\/wiki\/Sarolis_(New_Earth),,,,,Male Characters,,Living Characters,1,"2009, September",2009
143060,Joseph Hand (New Earth),\/wiki\/Joseph_Hand_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,3,"1964, June",1964
143061,David Hand (New Earth),\/wiki\/David_Hand_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,3,"1964, June",1964
143227,Gizmo II (New Earth),\/wiki\/Gizmo_II_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,4,"2008, November",2008
143233,Sean Noonan (New Earth),\/wiki\/Sean_Noonan_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,44,1993,1993
143236,Etta Candy (New Earth),\/wiki\/Etta_Candy_(New_Earth),Public Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,84,"1942, February",1942
143301,Edgar Rhodes (New Earth),\/wiki\/Edgar_Rhodes_(New_Earth),,,,,Male Characters,,Living Characters,1,"1978, February",1978
143349,Barney Sands (New Earth),\/wiki\/Barney_Sands_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,6,"1977, April",1977
143363,Hacken (New Earth),\/wiki\/Hacken_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,29,"1996, April",1996
143542,Darryl Frye (New Earth),\/wiki\/Darryl_Frye_(New_Earth),,,,,Male Characters,,Living Characters,15,"1980, May",1980
143668,Snurff (New Earth),\/wiki\/Snurff_(New_Earth),,,,,Male Characters,,Living Characters,1,"1985, October",1985
143879,Moshe Levy (New Earth),\/wiki\/Moshe_Levy_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,10,"1989, January",1989
143883,Fritz Klein (New Earth),\/wiki\/Fritz_Klein_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,10,"1989, January",1989
143949,Xotar (New Earth),\/wiki\/Xotar_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,13,"1960, May",1960
143985,Hugo Danner (New Earth),\/wiki\/Hugo_Danner_(New_Earth),Secret Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,6,"1988, March",1988
144006,Dexter Myles (New Earth),\/wiki\/Dexter_Myles_(New_Earth),,Good Characters,,Grey Hair,Male Characters,,Living Characters,8,"1963, August",1963
144100,Alexander Tuttle (New Earth),\/wiki\/Alexander_Tuttle_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,5,"1979, March",1979
144106,Kari Limbo (New Earth),\/wiki\/Kari_Limbo_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,18,"1979, June",1979
144150,Nacht (New Earth),\/wiki\/Nacht_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,3,"1985, April",1985
144151,Nebel (New Earth),\/wiki\/Nebel_(New_Earth),Secret Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,4,"1985, April",1985
144257,Okonoko (New Earth),\/wiki\/Okonoko_(New_Earth),,Good Characters,Black Eyes,,Male Characters,,Living Characters,5,"1983, March",1983
144258,Sirket (New Earth),\/wiki\/Sirket_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,3,"2007, August",2007
144260,Gk'd (New Earth),\/wiki\/Gk%27d_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,,"1981, May",1981
144269,M'Dahna (New Earth),\/wiki\/M%27Dahna_(New_Earth),Secret Identity,Good Characters,Brown Eyes,,,,Living Characters,,"1981, June",1981
144273,Penn Maricc (New Earth),\/wiki\/Penn_Maricc_(New_Earth),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,7,1986,1986
144295,Nightfist (New Earth),\/wiki\/Nightfist_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,3,"1996, September",1996
144305,Umitu (New Earth),\/wiki\/Umitu_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,3,"1993, March",1993
144358,Ghr'll (New Earth),\/wiki\/Ghr%27ll_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,,"1982, April",1982
144359,Xylpth (New Earth),\/wiki\/Xylpth_(New_Earth),,Good Characters,Blue Eyes,,Male Characters,,Living Characters,4,"1982, April",1982
144363,Lysandra (New Earth),\/wiki\/Lysandra_(New_Earth),Secret Identity,Good Characters,Orange Eyes,Red Hair,Female Characters,,Living Characters,4,"1983, September",1983
144365,Tomy-Fai (New Earth),\/wiki\/Tomy-Fai_(New_Earth),,Good Characters,,Red Hair,Female Characters,,Living Characters,8,"1990, April",1990
144368,Bynai Bruun (New Earth),\/wiki\/Bynai_Bruun_(New_Earth),,Good Characters,,Black Hair,Female Characters,,Living Characters,15,1987,1987
144371,Zharan Pel (New Earth),\/wiki\/Zharan_Pel_(New_Earth),,Good Characters,,,Male Characters,,Deceased Characters,4,1995,1995
144378,Relok Hag (New Earth),\/wiki\/Relok_Hag_(New_Earth),,Good Characters,,White Hair,Male Characters,,Deceased Characters,13,"2006, July",2006
144382,RRU-9-2 (New Earth),\/wiki\/RRU-9-2_(New_Earth),Public Identity,Good Characters,Photocellular Eyes,,Male Characters,,Living Characters,8,"1993, August",1993
144384,Dkrtzy Rrr (New Earth),\/wiki\/Dkrtzy_Rrr_(New_Earth),,Good Characters,,,,,Living Characters,1,"1985, May",1985
144387,Markot Five (New Earth),\/wiki\/Markot_Five_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,4,"2006, August",2006
144401,Olapet (New Earth),\/wiki\/Olapet_(New_Earth),,Good Characters,,,Female Characters,,Living Characters,10,"1987, October",1987
144405,Kho Kharhi (New Earth),\/wiki\/Kho_Kharhi_(New_Earth),Public Identity,Good Characters,Grey Eyes,Black Hair,Female Characters,,Living Characters,8,"2008, May",2008
144412,R'amey Holl (New Earth),\/wiki\/R%27amey_Holl_(New_Earth),Public Identity,Good Characters,Orange Eyes,Brown Hair,Female Characters,,Living Characters,,"2007, February",2007
144419,Krista X (New Earth),\/wiki\/Krista_X_(New_Earth),,Good Characters,,Red Hair,Female Characters,,Living Characters,5,"1983, July",1983
144425,Tuebeen (New Earth),\/wiki\/Tuebeen_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,6,"1982, August",1982
144427,Taa (New Earth),\/wiki\/Taa_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,5,1996,1996
144438,Mardin (New Earth),\/wiki\/Mardin_(New_Earth),,Good Characters,,Purple Hair,Female Characters,,Living Characters,20,"1993, September",1993
144441,Collective (New Earth),\/wiki\/Collective_(New_Earth),,Good Characters,,,Genderless Characters,,Living Characters,5,1987,1987
144443,Smithwick (New Earth),\/wiki\/Smithwick_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,7,"2007, August",2007
144458,Oliversity (New Earth),\/wiki\/Oliversity_(New_Earth),,Good Characters,,,Male Characters,,Deceased Characters,12,"1988, March",1988
144460,Wissen (New Earth),\/wiki\/Wissen_(New_Earth),,Good Characters,,White Hair,Male Characters,,Living Characters,3,1987,1987
144469,Tagort (New Earth),\/wiki\/Tagort_(New_Earth),,Good Characters,Blue Eyes,,Male Characters,,Living Characters,3,"2005, December",2005
144472,Talmadge (New Earth),\/wiki\/Talmadge_(New_Earth),,Good Characters,,Green Hair,Male Characters,,Living Characters,4,"1985, July",1985
144475,Dalor (New Earth),\/wiki\/Dalor_(New_Earth),,Good Characters,Yellow Eyes,Red Hair,Male Characters,,Living Characters,7,"1982, July",1982
144478,Skirl (New Earth),\/wiki\/Skirl_(New_Earth),,Good Characters,,Brown Hair,Male Characters,,Living Characters,8,"1988, March",1988
144493,Zghithii (New Earth),\/wiki\/Zghithii_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,7,"1985, July",1985
144495,Cimfet Tau (New Earth),\/wiki\/Cimfet_Tau_(New_Earth),,Good Characters,Black Eyes,,Male Characters,,Living Characters,5,1986,1986
144499,Greet (New Earth),\/wiki\/Greet_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,7,"2006, June",2006
144506,Garmin Vid (New Earth),\/wiki\/Garmin_Vid_(New_Earth),,Good Characters,Green Eyes,,Male Characters,,Living Characters,5,"2006, June",2006
144509,Gpaak (New Earth),\/wiki\/Gpaak_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,13,"1993, August",1993
144516,Lan Dibbux (New Earth),\/wiki\/Lan_Dibbux_(New_Earth),,Good Characters,Yellow Eyes,,Male Characters,,Living Characters,2,"1993, December",1993
144518,Skyrd (New Earth),\/wiki\/Skyrd_(New_Earth),,Good Characters,Red Eyes,,Male Characters,,Living Characters,3,"1981, May",1981
144519,Lashorr (New Earth),\/wiki\/Lashorr_(New_Earth),,Good Characters,,Red Hair,Female Characters,,Living Characters,5,"2006, July",2006
144527,Bivvix (New Earth),\/wiki\/Bivvix_(New_Earth),,Good Characters,,,Male Characters,,Deceased Characters,7,"1993, August",1993
144550,Adolf Hitler (New Earth),\/wiki\/Adolf_Hitler_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,101,"1942, March",1942
144572,Unknown Lantern (New Earth),\/wiki\/Unknown_Lantern_(New_Earth),,,,,,,Living Characters,2,"2008, February",2008
144579,Hudson Pyle (New Earth),\/wiki\/Hudson_Pyle_(New_Earth),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,Deceased Characters,6,"1992, June",1992
144619,Cecile O'Malley (New Earth),\/wiki\/Cecile_O%27Malley_(New_Earth),,,Blue Eyes,Red Hair,Female Characters,,Living Characters,,"1984, April",1984
144705,Barin (New Earth),\/wiki\/Barin_(New_Earth),,Bad Characters,,,Male Characters,,Deceased Characters,8,"1993, December",1993
144715,Gilda Gold (New Earth),\/wiki\/Gilda_Gold_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,14,"1942, August",1942
144724,Molly Mayne (New Earth),\/wiki\/Molly_Mayne_(New_Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,64,"1947, September",1947
144749,Bernard Bonner (New Earth),\/wiki\/Bernard_Bonner_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,6,"1984, May",1984
144775,Kendotha Kr'nek (New Earth),\/wiki\/Kendotha_Kr%27nek_(New_Earth),,Good Characters,Black Eyes,,Female Characters,,Deceased Characters,,"2000, August",2000
144782,Cundiff Cood (New Earth),\/wiki\/Cundiff_Cood_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,4,"2007, August",2007
144800,Diamalon (New Earth),\/wiki\/Diamalon_(New_Earth),Public Identity,Good Characters,Blue Eyes,,,,Deceased Characters,5,"2007, August",2007
144819,Eve Doremus (Earth-One),\/wiki\/Eve_Doremus_(Earth-One),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,9,"1968, January",1968
144837,Quentin Quantis (New Earth),\/wiki\/Quentin_Quantis_(New_Earth),,,Red Eyes,Grey Hair,Male Characters,,Living Characters,2,"1985, July",1985
144864,Reever (New Earth),\/wiki\/Reever_(New_Earth),,Good Characters,,,Male Characters,,Deceased Characters,2,"1980, July",1980
144943,Blish Rrab (New Earth),\/wiki\/Blish_Rrab_(New_Earth),,Good Characters,,,Male Characters,,Deceased Characters,4,"1976, November",1976
144944,Fentara Rrab (New Earth),\/wiki\/Fentara_Rrab_(New_Earth),Public Identity,Good Characters,,White Hair,Male Characters,,Deceased Characters,4,"1981, May",1981
144959,Arisia Rrab (New Earth),\/wiki\/Arisia_Rrab_(New_Earth),Public Identity,Good Characters,Yellow Eyes,Blond Hair,Female Characters,,Living Characters,173,"1981, May",1981
144978,Peggy Gardner (New Earth),\/wiki\/Peggy_Gardner_(New_Earth),,,,,Female Characters,,Living Characters,6,"1993, August",1993
145071,King Chimera (New Earth),\/wiki\/King_Chimera_(New_Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,30,"2009, April",2009
145107,Rumble III (New Earth),\/wiki\/Rumble_III_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,"2009, September",2009
145132,King Standish (New Earth),\/wiki\/King_Standish_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,34,"1940, March",1940
145133,Sidney Speck (New Earth),\/wiki\/Sidney_Speck_(New_Earth),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,25,"1996, December",1996
145146,Ermey (New Earth),\/wiki\/Ermey_(New_Earth),Public Identity,Good Characters,,Red Hair,Male Characters,,Deceased Characters,3,"2009, September",2009
145151,Yron (New Earth),\/wiki\/Yron_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,3,"1984, November",1984
145152,Rak Arranya (New Earth),\/wiki\/Rak_Arranya_(New_Earth),,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,3,1996,1996
145153,Davo Yull (New Earth),\/wiki\/Davo_Yull_(New_Earth),,Good Characters,,Black Hair,Male Characters,,Deceased Characters,3,"1967, January",1967
145167,Liang Xih-K'ai (New Earth),\/wiki\/Liang_Xih-K%27ai_(New_Earth),Public Identity,Good Characters,Brown Eyes,,Male Characters,,Deceased Characters,,"1982, June",1982
145183,Archer of Angelsport (New Earth),\/wiki\/Archer_of_Angelsport_(New_Earth),Public Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Deceased Characters,5,"2009, August",2009
145208,Ebikar Hrui (New Earth),\/wiki\/Ebikar_Hrui_(New_Earth),,Good Characters,Yellow Eyes,Green Hair,Male Characters,,Deceased Characters,2,"2000, February",2000
145342,Hector Ramirez (New Earth),\/wiki\/Hector_Ramirez_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,1,"1997, April",1997
145421,Cassidy (New Earth),\/wiki\/Cassidy_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,"1993, November",1993
145422,Willis Danko (New Earth),\/wiki\/Willis_Danko_(New_Earth),Public Identity,Bad Characters,Black Eyes,,Male Characters,,Deceased Characters,3,1995,1995
145445,Rori Dag (New Earth),\/wiki\/Rori_Dag_(New_Earth),,Good Characters,,Red Hair,Male Characters,,Deceased Characters,5,"1969, March",1969
145957,Zborra (New Earth),\/wiki\/Zborra_(New_Earth),,Good Characters,Black Eyes,,Male Characters,,Deceased Characters,6,"1967, September",1967
146034,Amanda Beckett (New Earth),\/wiki\/Amanda_Beckett_(New_Earth),,Bad Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,7,"2009, October",2009
146128,Deborah Marlow (New Earth),\/wiki\/Deborah_Marlow_(New_Earth),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,8,"2009, October",2009
146295,Aaron Langstrom (New Earth),\/wiki\/Aaron_Langstrom_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,10,"1996, April",1996
146312,Inez Rhodes (New Earth),\/wiki\/Inez_Rhodes_(New_Earth),,,,Brown Hair,Female Characters,,Living Characters,1,"1978, February",1978
146333,Clarence Charles Batson V (New Earth),\/wiki\/Clarence_Charles_Batson_V_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,13,,
146337,Rose D'Angelo (New Earth),\/wiki\/Rose_D%27Angelo_(New_Earth),Public Identity,Good Characters,,,Female Characters,,Living Characters,,"1999, February",1999
146364,Winky Moylan (New Earth),\/wiki\/Winky_Moylan_(New_Earth),,,,Brown Hair,Male Characters,,Deceased Characters,30,"1942, June",1942
146366,Noddy Toylan (New Earth),\/wiki\/Noddy_Toylan_(New_Earth),,,,Black Hair,Male Characters,,Deceased Characters,30,"1942, June",1942
146367,Blinky Boylan (New Earth),\/wiki\/Blinky_Boylan_(New_Earth),,,,Red Hair,Male Characters,,Deceased Characters,30,"1942, June",1942
146646,Stacy Conwell (New Earth),\/wiki\/Stacy_Conwell_(New_Earth),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,5,"1975, April",1975
146770,La Bruja (New Earth),\/wiki\/La_Bruja_(New_Earth),Secret Identity,Good Characters,,Grey Hair,Female Characters,,Living Characters,4,"1989, June",1989
146788,Tengu II (New Earth),\/wiki\/Tengu_II_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,"2000, August",2000
146812,"Anthony Angelo, Jr. (New Earth)","\/wiki\/Anthony_Angelo,_Jr._(New_Earth)",Public Identity,Neutral Characters,Auburn Hair,,Male Characters,,Living Characters,14,"1989, April",1989
146819,Matthew Logan (New Earth),\/wiki\/Matthew_Logan_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,"2000, January",2000
146823,Miss Army Knife (New Earth),\/wiki\/Miss_Army_Knife_(New_Earth),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,3,"2009, August",2009
146824,Brown Recluse (New Earth),\/wiki\/Brown_Recluse_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,3,"2009, August",2009
146827,Phoney Baloney (New Earth),\/wiki\/Phoney_Baloney_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,3,"2009, August",2009
146828,N-Emy (New Earth),\/wiki\/N-Emy_(New_Earth),Secret Identity,Bad Characters,,Blue Hair,Male Characters,,Deceased Characters,1,"2009, August",2009
146836,Thaddeus Trigger (New Earth),\/wiki\/Thaddeus_Trigger_(New_Earth),Public Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,15,"1993, October",1993
146837,Thomas Trigger (New Earth),\/wiki\/Thomas_Trigger_(New_Earth),Public Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,16,"1993, October",1993
146843,Tumult (New Earth),\/wiki\/Tumult_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,5,"1998, December",1998
146872,Amos Monroe (New Earth),\/wiki\/Amos_Monroe_(New_Earth),,Good Characters,,White Hair,Male Characters,,Living Characters,9,"1989, January",1989
146913,Anthony Monetti (New Earth),\/wiki\/Anthony_Monetti_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,7,"1996, December",1996
146927,Dawn Driscoll (New Earth),\/wiki\/Dawn_Driscoll_(New_Earth),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,6,"1996, December",1996
146989,Jeannette (New Earth),\/wiki\/Jeannette_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,35,"2009, January",2009
147107,Tzin-Tzin (New Earth),\/wiki\/Tzin-Tzin_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,13,"1966, August",1966
147156,Diane Dorst (New Earth),\/wiki\/Diane_Dorst_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1,"2009, October",2009
147157,Richard Carter (Earth-One),\/wiki\/Richard_Carter_(Earth-One),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,15,"1954, January",1954
147171,Pietr Brenovich (New Earth),\/wiki\/Pietr_Brenovich_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,3,"1986, December",1986
147223,Buck Wargo (New Earth),\/wiki\/Buck_Wargo_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,8,"1994, July",1994
147227,Dementor (New Earth),\/wiki\/Dementor_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,6,"1994, July",1994
147247,Musashi (New Earth),\/wiki\/Musashi_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,7,"1994, April",1994
147267,Ferrin Colos (New Earth),\/wiki\/Ferrin_Colos_(New_Earth),Public Identity,Good Characters,White Eyes,,Male Characters,,Deceased Characters,59,"1992, October",1992
147289,Paco Testas (New Earth),\/wiki\/Paco_Testas_(New_Earth),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,42,"2006, February",2006
147295,Ral-Dar (New Earth),\/wiki\/Ral-Dar_(New_Earth),Public Identity,Bad Characters,Grey Eyes,Blond Hair,Male Characters,,Living Characters,3,"2009, September",2009
