Groot (Earth-616),Black Eyes
Bombu (Earth-616),Black Eyes
Aya Komatsu (Earth-616),Black Eyes
Adahm (Earth-616),Black Eyes
Agent Simon (Earth-616),Black Eyes
Intuition (Earth-616),Black Eyes
Michael Hart (Earth-616),Black Eyes
Mako (First Line) (Earth-616),Black Eyes
Yith (Earth-616),Black Eyes
"Samuel Silke, Jr. (Earth-616)",Black Eyes
Dwarf (Earth-616),Black Eyes
Flexo (Earth-616),Black Eyes
Embyrre (Earth-616),Black Eyes
Jeremiah Muldoon (Earth-616),Black Eyes
Alexander Bont (Earth-616),Black Eyes
Whistle Pig (Earth-616),Black Eyes
Sleipnir (Earth-616),Black Eyes
Thoth (Earth-616),Black Eyes
K\u0101ne Milohai (Earth-616),Black Eyes
Anu (Earth-616),Black Eyes
Hunab-Ku (Earth-616),Black Eyes
Av-Rom (Earth-616),Black Eyes
A. G. Bell (Earth-616),Black Eyes
Amos Jardine (Earth-616),Black Eyes
Chi-Chee (Earth-616),Black Eyes
Kurt Marko (Earth-616),Black Eyes
Curtis Doyle (Earth-616),Black Eyes
Adrian Eiskalt (Earth-616),Black Eyes
Tippy-Toe (Earth-616),Black Eyes
Lucius Aquilla (Earth-616),Black Eyes
Marrina's mate (Earth-616),Black Eyes
Wilghe (Earth-616),Black Eyes
Nikoh (Earth-616),Black Eyes
Ryest (Earth-616),Black Eyes
Lian Shen (Earth-616),Black Eyes
Ellie Phimister (Earth-616),Black Eyes
Sentry 213 (Earth-616),Black Eyes
Sentry 459 (Earth-616),Black Eyes
Hoss (Demon) (Earth-616),Black Eyes
Stephen Loss (Earth-616),Black Eyes
Kingsize (Earth-616),Black Eyes
Rook'shir (Earth-616),Black Eyes
Samuel Par\u00e9 (Earth-616),Black Eyes
Sister Nil (Earth-616),Black Eyes
Pavel Plotnick (Earth-616),Black Eyes
Terraxia (Earth-616),Black Eyes
Chandra Ku (Earth-616),Black Eyes
Grappler (Earth-616),Black Eyes
Indries Moomji (Earth-616),Black Eyes
Madam Rapier (Earth-616),Black Eyes
Sandu (Earth-616),Black Eyes
Wu Ao-Shi (Earth-616),Black Eyes
Nicholas Rutledge (Earth-616),Black Eyes
Normie (Earth-616),Black Eyes
Network Nina (Earth-616),Black Eyes
Droom (Earth-616),Black Eyes
Victor Barlow (Earth-616),Black Eyes
Gullinbursti (Earth-616),Black Eyes
Dark Dweller (Earth-616),Black Eyes
Anubia (Earth-616),Black Eyes
Kali (Goddess) (Earth-616),Black Eyes
Korg (Earth-616),Black Eyes
Greexix (Earth-616),Black Eyes
Shane Shooter (Earth-616),Black Eyes
Jake Mallard (Earth-616),Black Eyes
Maxwell Plumm (Earth-616),Black Eyes
Lei-Kung (Earth-616),Black Eyes
Colin Snewing (Earth-616),Black Eyes
Romulus (Earth-616),Black Eyes
Jo Beth (Earth-616),Black Eyes
Laslo Pevely (Earth-616),Black Eyes
Amadeus Cho (Earth-616),Black Eyes
John Porter (Earth-616),Black Eyes
Lenny Ballinger (Earth-616),Black Eyes
Strider (Earth-616),Black Eyes
Diego Sandoval (Earth-616),Black Eyes
Sea Leopard (Earth-616),Black Eyes
Thomas Thunderhead (Earth-616),Black Eyes
Alexander Patel (Earth-616),Black Eyes
Nelson Cragg (Earth-616),Black Eyes
Bodb Derg (Earth-616),Black Eyes
Elata (Earth-616),Black Eyes
Riek Bukenya (Earth-616),Black Eyes
Rathcone (Earth-616),Black Eyes
Adjudicator (Earth-616),Black Eyes
Raani Jatwinder (Earth-616),Black Eyes
Wal Rus (Earth-616),Black Eyes
Crime-Wave (Hollis) (Earth-616),Black Eyes
Kemo (Earth-616),Black Eyes
Jason Stryker (Earth-616),Black Eyes
Ramses (Earth-616),Black Eyes
Grind (Earth-616),Black Eyes
Lewis Guthrie (Earth-616),Black Eyes
Scrier (Earth-616),Black Eyes
Khoon (Earth-616),Black Eyes
Amy Chen (Earth-616),Black Eyes
Atsuko (Earth-616),Black Eyes
Erista (Earth-616),Black Eyes
Jeffrey Haight (Earth-616),Black Eyes
Anna Kefkin (Earth-616),Black Eyes
Eugene Walker (Earth-616),Black Eyes
Louis Browning (Earth-616),Black Eyes
Anitun (Earth-616),Black Eyes
Mighty Mother (Earth-616),Black Eyes
Fighter One (Earth-616),Black Eyes
Wishing Man (Earth-616),Black Eyes
Great Mongoose (Earth-616),Black Eyes
Elalyth (Earth-616),Black Eyes
Threkker (Earth-616),Black Eyes
Andrea Sterman (Earth-616),Black Eyes
Tamara Hashioka (Earth-616),Black Eyes
Stryke (Earth-616),Black Eyes
Elijah Jackson (Earth-616),Black Eyes
Consultant (Earth-616),Black Eyes
Monako (Earth-616),Black Eyes
Magar the Mystic (Earth-616),Black Eyes
Kamorr (Earth-616),Black Eyes
Texas Kid (Earth-616),Black Eyes
Cephalus (Earth-616),Black Eyes
Hugin (Earth-616),Black Eyes
Munin (Earth-616),Black Eyes
Dam-Ayido Wede (Earth-616),Black Eyes
Inheritor (Earth-616),Black Eyes
Lord of Death (Earth-616),Black Eyes
Cr'reee (Earth-616),Black Eyes
Crosta (Earth-616),Black Eyes
Proctidae (Earth-616),Black Eyes
Opistho (Earth-616),Black Eyes
Carlos deSilva (Earth-616),Black Eyes
Marty Mallen (Earth-616),Black Eyes
Dorian Murdstone (Earth-616),Black Eyes
K'rll (Earth-616),Black Eyes
Kree Sentry,Black Eyes
Goodfellow (Earth-616),Black Eyes
Overdrive (Earth-616),Black Eyes
Ban-Luck (Earth-616),Black Eyes
Daniel Shomron (Earth-616),Black Eyes
Hiro-Kala (Earth-616),Black Eyes
Oscar Stamp (Earth-616),Black Eyes
Daniel Edge (Earth-616),Black Eyes
Morgana Blessing (Earth-616),Black Eyes
Anton Satan (Earth-616),Black Eyes
Roberta Rhodes (Earth-616),Black Eyes
Tom Morgan (Earth-616),Black Eyes
Marabeth (Earth-616),Black Eyes
Trois (Earth-616),Black Eyes
Chela (Earth-616),Black Eyes
Spud (Earth-616),Black Eyes
Scales (Earth-616),Black Eyes
Slaughter (Earth-616),Black Eyes
Thomas Williams (Earth-616),Black Eyes
Matt Corbin (Earth-616),Black Eyes
Goth (Earth-616),Black Eyes
Banjo (Earth-616),Black Eyes
Abner (Mutant) (Earth-616),Black Eyes
Maggie (Mutant) (Earth-616),Black Eyes
Nancy (Mutant) (Earth-616),Black Eyes
Lucy (Mutant) (Earth-616),Black Eyes
Marc Dale (Earth-616),Black Eyes
Tasha (Mutant) (Earth-616),Black Eyes
Lobe (Earth-616),Black Eyes
Andy Hartnell (Earth-616),Black Eyes
Albert Poole (Earth-616),Black Eyes
Matthew (Mutant) (Earth-616),Black Eyes
Muro (Earth-616),Black Eyes
Zar (Earth-616),Black Eyes
Uchio Tanaka (Earth-616),Black Eyes
General Wo (Earth-616),Black Eyes
Peter (Nereel) (Earth-616),Black Eyes
Orthus (Heroes Reborn) (Earth-616),Black Eyes
Morcan (Earth-616),Black Eyes
Bo Obama (Earth-616),Black Eyes
Kalya (Earth-616),Black Eyes
Ch'od (War Skrull) (Earth-616),Black Eyes
Ossilot (Earth-616),Black Eyes
Ronald Rankin (Earth-616),Black Eyes
Matthew Murdock (Hellspawn) (Earth-616),Black Eyes
Louis St. Croix (Earth-616),Black Eyes
Circus Pants XVII (Earth-616),Black Eyes
Sihing (Earth-616),Black Eyes
Casey Kinmont (Earth-616),Black Eyes
Nettle (Earth-616),Black Eyes
Marcus Fifolet (Earth-616),Black Eyes
Lotus (Pride) (Earth-616),Black Eyes
Ul-Uhar (Earth-616),Black Eyes
Dan Dunn (Earth-616),Black Eyes
Ms. Lion (Earth-616),Black Eyes
Kerberos (Earth-616),Black Eyes
Mortimer Norris (Earth-616),Black Eyes
T'Shan (Earth-616),Black Eyes
Billy Wheeler (Earth-616),Black Eyes
Wheeler (Earth-616),Black Eyes
Nanali (Earth-616),Black Eyes
Janice Lincoln (Earth-616),Black Eyes
Cherry Blossom (Earth-616),Black Eyes
Liu Wo-Han (Earth-616),Black Eyes
General Obsidian (Earth-616),Black Eyes
Toni Turner (Earth-616),Black Eyes
Jill Jerold (Earth-616),Black Eyes
Jamil (Earth-616),Black Eyes
Karima (Earth-616),Black Eyes
Ichisumi (Earth-616),Black Eyes
Sanjar Javeed (Earth-616),Black Eyes
Jack Cole (Earth-616),Black Eyes
Watts (Earth-616),Black Eyes
Noburu-Hideki (Earth-616),Black Eyes
Snaykar (Earth-616),Black Eyes
Gilberto Corazon (Earth-616),Black Eyes
Sara Robbins (Earth-616),Black Eyes
Masumi (Assassins Guild) (Earth-616),Black Eyes
Barone (Earth-616),Black Eyes
Ichiro (Earth-616),Black Eyes
Fukuko (Earth-616),Black Eyes
Rikuto (Earth-616),Black Eyes
Natsumi (Earth-616),Black Eyes
Akihira (Earth-616),Black Eyes
N'Dega (Earth-616),Black Eyes
Grigory Efimovich Rasputin (Earth-616),Black Eyes
Marcy Stryker (Earth-616),Black Eyes
Chakra (Earth-616),Black Eyes
Yuri Watanabe (Earth-616),Black Eyes
Carl Rives (Earth-616),Black Eyes
N'longa (Earth-616),Black Eyes
Prince Itor (Earth-616),Black Eyes
Lenore St. Croix (Earth-616),Black Eyes
Yuri (Rasputin) (Earth-616),Black Eyes
Keitaro Ashida (Earth-616),Black Eyes
Grosso (Earth-616),Black Eyes
Astrid (Earth-616),Black Eyes
Sun Wukong (Earth-616),Black Eyes
Doctor Howard (Earth-616),Black Eyes
Kade Kilgore (Earth-616),Black Eyes
Kasha (Earth-616),Black Eyes
Okami (Earth-616),Black Eyes
Marcus Arlington III (Earth-616),Black Eyes
Magnetic Man (Earth-616),Black Eyes
Jorge Lukas (Earth-616),Black Eyes
Kezan Val (Earth-616),Black Eyes
Glitter (Shi'ar) (Earth-616),Black Eyes
King Thamos (Earth-616),Black Eyes
Mako (Young Masters) (Earth-616),Black Eyes
Sir Wulf (Earth-616),Black Eyes
Zuchan (Earth-616),Black Eyes
Moru (Earth-616),Black Eyes
Welyn (Earth-616),Black Eyes
Vulture-Bait (Earth-616),Black Eyes
Harpagus (Earth-616),Black Eyes
Reno (France) (Earth-616),Black Eyes
Jason Rivera (Earth-616),Black Eyes
Barb (Earth-616),Black Eyes
Jack Kooning (Earth-616),Black Eyes
Marquez (Earth-616),Black Eyes
Althea Green (Earth-616),Black Eyes
Dr. Burke (Earth-616),Black Eyes
Edmund (Earth-616),Black Eyes
Henry Shearing (Earth-616),Black Eyes
Jiang (Earth-616),Black Eyes
Xang Kong (Earth-616),Black Eyes
Green Dragon (Earth-616),Black Eyes
Jan (Earth-616),Black Eyes
Phil (Airport) (Earth-616),Black Eyes
Kaidan (Earth-616),Black Eyes
Rachel Dandridge (Earth-616),Black Eyes
Nancy Sekido (Earth-616),Black Eyes
V'Zarr-Than (Earth-616),Black Eyes
Whitmore (Earth-616),Black Eyes
Fazekas (Earth-616),Black Eyes
Baski (Earth-616),Black Eyes
Anti-Priest (Earth-616),Black Eyes
Black Snake (Earth-616),Black Eyes
Assistant Watcher (Earth-616),Black Eyes
Emma (Cyborg) (Earth-616),Black Eyes
Lau (Earth-616),Black Eyes
Thiago Piranha (Earth-616),Black Eyes
Jonas Keller (Earth-616),Black Eyes
En Sabah Nur (Evan Sabahnur) (Earth-616),Black Eyes
Jakkaru (Earth-616),Black Eyes
Suzume (Earth-616),Black Eyes
Laurent (Earth-616),Black Eyes
Sergi Amkov (Earth-616),Black Eyes
Jim Baker (Earth-616),Black Eyes
Wibbow (Earth-616),Black Eyes
Shingen Harada II (Earth-616),Black Eyes
Yoshi (Earth-616),Black Eyes
Evangelist (Earth-616),Black Eyes
Weather Witch (Earth-616),Black Eyes
Ninja (Red Right Hand) (Earth-616),Black Eyes
Mortimer Toynbee (Clone) (Earth-616),Black Eyes
George Grey (Earth-616),Black Eyes
Mighty Mother (Triumph Division's second incarnation) (Earth-616),Black Eyes
Great Mongoose (Triumph Division's second incarnation) (Earth-616),Black Eyes
Anitun (Triumph Division's second incarnation) (Earth-616),Black Eyes
Wishing Man (Triumph Division's second incarnation) (Earth-616),Black Eyes
Jack Hasley (Earth-616),Black Eyes
Virgo (Thanos' Zodiac) (Earth-616),Black Eyes
Slagg (Earth-616),Black Eyes
Feepers (Earth-616),Black Eyes
Boswell (Earth-616),Black Eyes
Cartwright (Earth-616),Black Eyes
Demitrius (Earth-616),Black Eyes
Ramrod (alien) (Earth-616),Black Eyes
Klark (Earth-616),Black Eyes
Calavera (Earth-616),Black Eyes
Seeker (Earth-616),Black Eyes
Keemia Alvarado (Earth-616),Black Eyes
Franz Lubischt (Earth-616),Black Eyes
Savage (Earth-616),Black Eyes
Maxwell Wilson (Earth-616),Black Eyes
Su (Earth-616),Black Eyes
Scrounger (Earth-616),Black Eyes
Bernard Finn (Earth-616),Black Eyes
Jasper Angevine (Earth-616),Black Eyes
Da'o Coy Manh (Earth-616),Black Eyes
Janet Sorenson (Earth-616),Black Eyes
V-3 (Earth-616),Black Eyes
V-4 (Earth-616),Black Eyes
Gretchen Carrenna (Earth-616),Black Eyes
Randall Jefferson (Earth-616),Black Eyes
Scree (Earth-616),Black Eyes
Vampyr (Earth-616),Black Eyes
Sally Fortune (Earth-616),Black Eyes
Yoshida (Gauntlet member) (Earth-616),Black Eyes
Vincent Bloch (Earth-616),Black Eyes
Reanimator (Earth-616),Black Eyes
Nikolas (Earth-616),Black Eyes
Desidera (Earth-616),Black Eyes
Spinneret (Earth-616),Black Eyes
Iara Dos Santos (Earth-616),Black Eyes
Tsar Sultan (Earth-616),Black Eyes
Drusilla (Earth-616),Black Eyes
Shadowshift (Earth-616),Black Eyes
Mudbug (Earth-616),Black Eyes
Ister (Earth-616),Black Eyes
Daman Veteri (Earth-616),Black Eyes
Colin Thirty-Three (Earth-616),Black Eyes
Colin Forty-Four (Earth-616),Black Eyes
Natalie Turner (Earth-616),Black Eyes
Karasu-Tengu (Earth-616),Black Eyes
Sojobo-Tengu (Earth-616),Black Eyes
Henry Kissinger (Earth-616),Black Eyes
Vayle (Earth-616),Black Eyes
Flea-Market Eating Flea (Earth-616),Black Eyes
Fabio Medina (Earth-616),Black Eyes
Anthony Miller (Earth-616),Black Eyes
Savage Fin (Earth-616),Black Eyes
Alice Tremaine (Earth-616),Black Eyes
Kenneth Sturdy (Earth-616),Black Eyes
Louis Magee (Earth-616),Black Eyes
Aaliyah Hardin (Earth-616),Black Eyes
Tuan (Earth-616),Black Eyes
Le Loup (Earth-616),Black Eyes
Gulka (Earth-616),Black Eyes
Menoetius (Earth-616),Black Eyes
Edward Lansing (Earth-616),Black Eyes
Isparana (Earth-616),Black Eyes
Zorka (Earth-616),Black Eyes
Milo (Earth-616),Black Eyes
Drago (Earth-616),Black Eyes
Turghol (Earth-616),Black Eyes
Yezdigerd (Earth-616),Black Eyes
George Banway (Earth-616),Black Eyes
Jonas Hardraker (Earth-616),Black Eyes
Mass (Freedom Force) (Earth-616),Black Eyes
Corvus Glaive (Earth-616),Black Eyes
Rollo (Earth-616),Black Eyes
Nessa (Earth-616),Black Eyes
The Origamist (Legion Personality) (Earth-616),Black Eyes
Caroline le Fay (Earth-616),Black Eyes
Karl Lykos (Brood Clone) (Earth-616),Black Eyes
Hank Jurgens (Earth-616),Black Eyes
Infestation (Earth-616),Black Eyes
Nino Cortese (Earth-616),Black Eyes
Peter London (Earth-616),Black Eyes
Deanna Stockbridge (Earth-616),Black Eyes
Monica Chang (Earth-616),Black Eyes
Al-Thahab Al-Aswad (Earth-616),Black Eyes
Grimm (Earth-616),Black Eyes
Archer Bryce (Earth-616),Black Eyes
Mara (Earth-616),Black Eyes
Mary Lavinia Octavius (Earth-616),Black Eyes
Stone (Assassins Guild) (Earth-616),Black Eyes
Mutate 9212 (Earth-616),Black Eyes
Tania (Earth-616),Black Eyes
Mosh (Earth-616),Black Eyes
Shri (Earth-616),Black Eyes
Gang (Earth-616),Black Eyes
Pom Pom (Earth-616),Black Eyes
Adolf Impossible (Earth-616),Black Eyes
Fyodor Dostoyevsky (Robot) (Earth-616),Black Eyes
Abby Levine (Earth-616),Black Eyes
George Pelham (Earth-616),Black Eyes
M'Toka (Earth-616),Black Eyes
Mutant Baboon (Earth-616),Black Eyes
Chikeko Tomomatsu (Earth-616),Black Eyes
Marina Caches (Earth-616),Black Eyes
Mycolojester (Legion Personality) (Earth-616),Black Eyes
Sarah Garza (Earth-616),Black Eyes
Hazram Chaliz (Earth-616),Black Eyes
Ivan (Frankenstein) (Earth-616),Black Eyes
Sentry 571 (Earth-616),Black Eyes
Josephine Bricklemoore (Earth-616),Black Eyes
Shigeru (Earth-616),Black Eyes
Stoneface Turner (Earth-616),Black Eyes
Doris (Inhuman) (Earth-616),Black Eyes
Jonathan Rickman (Earth-616),Black Eyes
Dana Hutton (Earth-616),Black Eyes
Joey Chambers (Earth-616),Black Eyes
Akulia (Earth-616),Black Eyes
Ah-Muzencab (Earth-616),Black Eyes
Sharrr (Earth-616),Black Eyes
Simone (Clint Barton's neighbor) (Earth-616),Black Eyes
Aimee (Clint Barton's neighbor) (Earth-616),Black Eyes
Deke (Clint Barton's neighbor) (Earth-616),Black Eyes
Finch (Kate Bishop's neighbor) (Earth-616),Black Eyes
Tinkerer (Skrull) (Earth-616),Black Eyes
Scott Adsit (Earth-616),Black Eyes
Josiah Grey (Earth-616),Black Eyes
Faira Sar Namora (Earth-616),Black Eyes
Ana (Natasha Romanoff's neighbor) (Earth-616),Black Eyes
Mecho-Assassin (Earth-616),Black Eyes
Walking Stiletto (Earth-616),Black Eyes
Warbot (Earth-616),Black Eyes
Soul Slug (Earth-616),Black Eyes
Leviathan (Whalesong) (Earth-616),Black Eyes
Kerberos (Skrull) (Earth-616),Black Eyes
Jong (Earth-616),Black Eyes
Nestor Garcia (Earth-616),Black Eyes
Angel (Barman) (Earth-616),Black Eyes
Tic (Earth-616),Black Eyes
Pih-Junn (Earth-616),Black Eyes
Plorp (Earth-616),Black Eyes
Krobat (Earth-616),Black Eyes
Plunderer (Impersonator) (Earth-616),Black Eyes
Clayton Wojciehowicz (Earth-616),Black Eyes
Darren Cross (Earth-616),Black Eyes
Agar (Earth-616),Black Eyes
Artaud Derrida (Earth-616),Black Eyes
Xian Zheng (Earth-616),Black Eyes
Vector (Ascendants) (Earth-616),Black Eyes
Jaten (Earth-616),Black Eyes
Tito Falcon (Earth-616),Black Eyes
Albrecht Kerfoot (Earth-616),Black Eyes
Hans Bruder (Earth-616),Black Eyes
Vernon Brooks (Earth-1610),Black Eyes
Carlton Kilgore (Earth-616),Black Eyes
Herr Hitzig (Earth-616),Black Eyes
Elizabeth Alain (Earth-616),Black Eyes
Zola Iron Man (Earth-616),Black Eyes
Emil Blonsky (Earth-616),Blue Eyes
Absalom (Earth-616),Blue Eyes
Carl Creel (Earth-616),Blue Eyes
Adam Neramani (Earth-616),Blue Eyes
Eric Cameron (Earth-616),Blue Eyes
Adversary (Earth-616),Blue Eyes
Agatha Harkness (Earth-616),Blue Eyes
Cynthia Glass (Earth-616),Blue Eyes
Christoph Nord (Earth-616),Blue Eyes
Marlene Alraune (Earth-616),Blue Eyes
Ambur Amaquelin (Earth-616),Blue Eyes
Lyle Dekker (Earth-616),Blue Eyes
Warren Worthington III (Earth-616),Blue Eyes
Ani-Mator (Earth-616),Blue Eyes
Scott Lang (Earth-616),Blue Eyes
John Anvil (Earth-616),Blue Eyes
Arcade (Earth-616),Blue Eyes
Astra (Mutant) (Earth-616),Blue Eyes
Jeanne-Marie Beaubier (Earth-616),Blue Eyes
Balder Odinson (Earth-616),Blue Eyes
Balor (Earth-616),Blue Eyes
Elizabeth Ross (Earth-616),Blue Eyes
John Falsworth (Earth-616),Blue Eyes
Wolfgang von Strucker (Earth-616),Blue Eyes
Heinrich Zemo (Earth-616),Blue Eyes
Helmut Zemo (Earth-616),Blue Eyes
Barnell Bohusk (Earth-616),Blue Eyes
Buford Wilson (Earth-616),Blue Eyes
Narda Ravanna (Earth-616),Blue Eyes
Fabian Marechal-Julbin (Earth-616),Blue Eyes
Blackagar Boltagon (Earth-616),Blue Eyes
Sebastian Shaw (Earth-616),Blue Eyes
Sir Percy of Scandia (Earth-616),Blue Eyes
Thomas Cassidy (Earth-616),Blue Eyes
Yelena Belova (Earth-616),Blue Eyes
Joseph Manfredi (Earth-616),Blue Eyes
Franz Mittelstaedt (Earth-616),Blue Eyes
Donald Gill (Earth-616),Blue Eyes
Jackie Lukus (Earth-616),Blue Eyes
Ulysses Bloodstone (Earth-616),Blue Eyes
Joseph Cartelli (Earth-616),Blue Eyes
Don Thomas (Earth-616),Blue Eyes
Roger Bochs (Earth-616),Blue Eyes
James Braddock Jr. (Earth-616),Blue Eyes
Percy & Barton Grimes (Earth-616),Blue Eyes
Fred Davis Jr. (Earth-616),Blue Eyes
Bullseye (Lester) (Earth-616),Blue Eyes
Byron Calley (Earth-616),Blue Eyes
Carl Burbank (Earth-616),Blue Eyes
Byrrah (Earth-616),Blue Eyes
Callisto (Earth-616),Blue Eyes
Cameron Hodge (Earth-616),Blue Eyes
Candra (Earth-616),Blue Eyes
Jack Pulver (Earth-616),Blue Eyes
Samuel Guthrie (Earth-616),Blue Eyes
Brian Braddock (Earth-616),Blue Eyes
Genis-Vell (Earth-616),Blue Eyes
Mar-Vell (Earth-616),Blue Eyes
Margaret Carter (Earth-616),Blue Eyes
Sharon Carter (Earth-616),Blue Eyes
Shirlee Bryant (Earth-616),Blue Eyes
Clifford Michaels (Earth-616),Blue Eyes
Arch Morton (Earth-616),Blue Eyes
Lila Cheney (Earth-616),Blue Eyes
Harvey Schlemerman (Earth-616),Blue Eyes
Clea (Earth-616),Blue Eyes
Cloud (Earth-616),Blue Eyes
Klaus Voorhees (Earth-616),Blue Eyes
Colleen Wing (Earth-616),Blue Eyes
Russell Collins (Earth-616),Blue Eyes
Piotr Rasputin (Earth-616),Blue Eyes
Harris Moore (Earth-616),Blue Eyes
Stephen Beckley (Earth-616),Blue Eyes
Tath Ki (Earth-616),Blue Eyes
Valentina Allegra de Fontaine (Earth-616),Blue Eyes
Valerie Cooper (Earth-616),Blue Eyes
Fabian Cortez (Earth-616),Blue Eyes
Luchino Nefaria (Earth-616),Blue Eyes
Graydon Creed (Earth-616),Blue Eyes
Frank Moore (Earth-616),Blue Eyes
Yuri Petrovitch (Earth-616),Blue Eyes
Arthur Blackwood (Earth-616),Blue Eyes
Cybele (Earth-616),Blue Eyes
Silas Burr (Earth-616),Blue Eyes
Andr\u00e9 Gerard (Earth-616),Blue Eyes
Douglas Ramsey (Earth-616),Blue Eyes
Tandy Bowen (Earth-616),Blue Eyes
Dansen Macabre (Earth-616),Blue Eyes
Matthew Murdock (Earth-616),Blue Eyes
