page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
280048,Jane Smythe (Earth-616),\/Jane_Smythe_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1,2-Feb,2002
280050,Explosa (Earth-616),\/Explosa_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Female Characters,,Deceased Characters,1,1-Aug,2001
280053,Phisherman (Earth-616),\/Phisherman_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,1,2-Jan,2002
280055,Trois (Earth-616),\/Trois_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,1,2-Mar,2002
280063,Chela (Earth-616),\/Chela_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,1,2-Mar,2002
280068,Spud (Earth-616),\/Spud_(Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Deceased Characters,1,2-Mar,2002
280070,Scales (Earth-616),\/Scales_(Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Deceased Characters,1,2-Mar,2002
280074,Slaughter (Earth-616),\/Slaughter_(Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Deceased Characters,1,2-Mar,2002
280117,Jenna Cole (Earth-616),\/Jenna_Cole_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,4,9-Mar,2009
280227,Jon Morse (Earth-616),\/Jon_Morse_(Earth-616),,,,,Male Characters,,Living Characters,1,Feb-85,1985
280247,Skottie Hightower (Earth-616),\/Skottie_Hightower_(Earth-616),,,,,Male Characters,,Living Characters,1,Feb-85,1985
280250,Terry Hightower (Earth-616),\/Terry_Hightower_(Earth-616),,,,,Male Characters,,Living Characters,1,Feb-85,1985
280255,Buford Hightower (Earth-616),\/Buford_Hightower_(Earth-616),,,,,Male Characters,,Living Characters,1,Feb-85,1985
280257,Lexi (Earth-616),\/Lexi_(Earth-616),Secret Identity,,,No Hair,Male Characters,,Living Characters,2,Aug-85,1985
280269,Shawn Key (Earth-616),\/Shawn_Key_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,,Apr-85,1985
280276,Terra Poole (Earth-616),\/Terra_Poole_(Earth-616),Secret Identity,,,Red Hair,Female Characters,,Living Characters,,Aug-85,1985
280278,Ray (Gladiators) (Earth-616),\/Ray_(Gladiators)_(Earth-616),Secret Identity,,,Brown Hair,Male Characters,,Living Characters,1,Aug-85,1985
280288,Amanda Fallows (Earth-616),\/Amanda_Fallows_(Earth-616),,,Blue Eyes,Black Hair,Female Characters,,Living Characters,1,Aug-89,1989
280302,Hem-Netjer (Earth-616),\/Hem-Netjer_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,1,9-Nov,2009
280332,Scarab (Earth-616),\/Scarab_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Female Characters,,Living Characters,1,9-Nov,2009
280340,Gog (Deity) (Earth-616),\/Gog_(Deity)_(Earth-616),,Bad Characters,,Grey Hair,Male Characters,,Living Characters,1,9-Nov,2009
280412,Thomas Williams (Earth-616),\/Thomas_Williams_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,,Male Characters,,Living Characters,1,2-Aug,2002
280414,Arlo Summers (Earth-616),\/Arlo_Summers_(Earth-616),Public Identity,Neutral Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,1,2-Aug,2002
280416,Matt Corbin (Earth-616),\/Matt_Corbin_(Earth-616),Public Identity,Neutral Characters,Black Eyes,,Male Characters,,Living Characters,1,2-Aug,2002
280420,Brian Swaine (Earth-616),\/Brian_Swaine_(Earth-616),,,,Blond Hair,Male Characters,,Living Characters,,3-Feb,2003
280422,Carla (Tunnel Dwellers) (Earth-616),\/Carla_(Tunnel_Dwellers)_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,2,1-Aug,2001
280424,Cyclops (Tunnel Dwellers) (Earth-616),\/Cyclops_(Tunnel_Dwellers)_(Earth-616),Secret Identity,Good Characters,One Eye,Bald,Male Characters,,Deceased Characters,1,1-Aug,2001
280427,Oink (Earth-616),\/Oink_(Earth-616),Secret Identity,,,Blond Hair,Male Characters,,Living Characters,1,2-Sep,2002
280431,Orifice (Earth-616),\/Orifice_(Earth-616),Secret Identity,,,Black Hair,Male Characters,,Living Characters,1,2-Sep,2002
280434,Sharon Ginsberg (Earth-616),\/Sharon_Ginsberg_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,9,2-Oct,2002
280438,Razorhead (Earth-616),\/Razorhead_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,,Living Characters,3,3-Jan,2003
280440,Wanderer (Mutant) (Earth-616),\/Wanderer_(Mutant)_(Earth-616),Secret Identity,,,Purple Hair,Female Characters,,Living Characters,2,Aug-00,2000
280446,Goth (Earth-616),\/Goth_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,2,Sep-00,2000
280451,Lamprey (The Arena) (Earth-616),\/Lamprey_(The_Arena)_(Earth-616),,,Yellow Eyes,No Hair,Male Characters,,Living Characters,1,4-Feb,2004
280453,Tullamore Voge (Earth-616),\/Tullamore_Voge_(Earth-616),Public Identity,Bad Characters,White Eyes,Brown Hair,Male Characters,,Living Characters,6,Aug-00,2000
280457,Charm (Gene Nation) (Earth-616),\/Charm_(Gene_Nation)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,Apr-96,1996
280459,Emery Arceneaux (Earth-616),\/Emery_Arceneaux_(Earth-616),,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,1,5-Apr,2005
280469,Banjo (Earth-616),\/Banjo_(Earth-616),,,Black Eyes,Brown Hair,Male Characters,,Living Characters,1,Nov-89,1989
280471,Abner (Mutant) (Earth-616),\/Abner_(Mutant)_(Earth-616),,,Black Eyes,Brown Hair,Male Characters,,Living Characters,1,Nov-89,1989
280568,Verre (Earth-616),\/Verre_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,8,9-Nov,2009
280570,Burst (Earth-616),\/Burst_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,7,9-Nov,2009
280644,Zan Philo (Earth-616),\/Zan_Philo_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,5,9-Nov,2009
280675,Delphi (Morlock) (Earth-616),\/Delphi_(Morlock)_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,1,7-Nov,2007
280678,Cool Million (Earth-616),\/Cool_Million_(Earth-616),,,Yellow Eyes,Black Hair,Male Characters,,Living Characters,1,May-93,1993
280680,Jessie Drake (Earth-616),\/Jessie_Drake_(Earth-616),,,Brown Eyes,Blond Hair,Female Characters,Transgender Characters,Living Characters,2,Mar-94,1994
280682,Maggie (Mutant) (Earth-616),\/Maggie_(Mutant)_(Earth-616),,,Black Eyes,Brown Hair,Female Characters,,Living Characters,4,Feb-94,1994
280684,Nancy (Mutant) (Earth-616),\/Nancy_(Mutant)_(Earth-616),Secret Identity,,Black Eyes,Brown Hair,Female Characters,,Deceased Characters,2,1-Dec,2001
280718,Headhunter (Mutant) (Earth-616),\/Headhunter_(Mutant)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Red Hair,Female Characters,,Living Characters,11,May-90,1990
280721,Stigmata (Earth-616),\/Stigmata_(Earth-616),Secret Identity,,,No Hair,Female Characters,,Living Characters,2,Sep-97,1997
280725,Joel Haines (Earth-616),\/Joel_Haines_(Earth-616),,,,Black Hair,Male Characters,,Living Characters,1,2-Jul,2002
280727,Gordon Phillips (Earth-616),\/Gordon_Phillips_(Earth-616),Public Identity,Neutral Characters,,Grey Hair,Male Characters,,Deceased Characters,1,1-Sep,2001
280729,Lil' Bro (Earth-616),\/Lil%27_Bro_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,,5-Sep,2005
280731,Grace (Mutant) (Earth-616),\/Grace_(Mutant)_(Earth-616),,,,Brown Hair,Female Characters,,Living Characters,1,5-Apr,2005
280733,Jacob Pace (Earth-616),\/Jacob_Pace_(Earth-616),Secret Identity,,,Black Hair,Male Characters,,Deceased Characters,1,5-Apr,2005
280735,Mary Beck (Earth-616),\/Mary_Beck_(Earth-616),No Dual Identity,,,Blond Hair,Female Characters,,Living Characters,1,Jan-90,1990
280737,Soteira (Earth-616),\/Soteira_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Female Characters,,Deceased Characters,1,,
280739,Dan Strom (Earth-616),\/Dan_Strom_(Earth-616),No Dual Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,1,2-Jul,2002
280741,Streetman (Earth-616),\/Streetman_(Earth-616),Secret Identity,,,Black Hair,Male Characters,,Living Characters,1,,
280792,Lucy (Mutant) (Earth-616),\/Lucy_(Mutant)_(Earth-616),,,Black Eyes,Blond Hair,Female Characters,,Living Characters,1,Feb-85,1985
280794,Michael Dorie (Earth-616),\/Michael_Dorie_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,2,1-May,2001
280800,Voodoo (Donny) (Earth-616),\/Voodoo_(Donny)_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,1,Nov-89,1989
280802,Buzzsaw (Children of Heaven) (Earth-616),\/Buzzsaw_(Children_of_Heaven)_(Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1,Nov-89,1989
280805,Phillip (Children of Heaven) (Earth-616),\/Phillip_(Children_of_Heaven)_(Earth-616),,,Brown Eyes,White Hair,Male Characters,,Living Characters,1,Nov-89,1989
280823,Denham (Earth-616),\/Denham_(Earth-616),,,Brown Eyes,Blond Hair,Male Characters,,Deceased Characters,1,1-Dec,2001
280828,Browning (Earth-616),\/Browning_(Earth-616),,,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,1,1-Dec,2001
280832,Officer Holloran (Earth-616),\/Officer_Holloran_(Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,1,,
280834,Duncan Sebast (Earth-616),\/Duncan_Sebast_(Earth-616),Public Identity,,,Brown Hair,Male Characters,,Deceased Characters,1,2-Apr,2002
280839,Stalker (Mutant) (Earth-616),\/Stalker_(Mutant)_(Earth-616),,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1,Apr-90,1990
280842,Marc Dale (Earth-616),\/Marc_Dale_(Earth-616),,,Black Eyes,Black Hair,Male Characters,,Living Characters,1,3-Apr,2003
280844,Tasha (Mutant) (Earth-616),\/Tasha_(Mutant)_(Earth-616),Public Identity,,Black Eyes,Black Hair,Female Characters,,Living Characters,1,3-Apr,2003
280846,Winston Kranpuff (Earth-616),\/Winston_Kranpuff_(Earth-616),No Dual Identity,,Brown Eyes,White Hair,Male Characters,,Deceased Characters,1,Oct-88,1988
280848,Krista Marwan (Earth-616),\/Krista_Marwan_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,,,
280850,John (Mutant) (Earth-616),\/John_(Mutant)_(Earth-616),Public Identity,,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,,1-Oct,2001
280852,Joey V. (Earth-616),\/Joey_V._(Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1,6-Mar,2006
280857,Billy Briggs (Earth-616),\/Billy_Briggs_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,Brown Hair,Male Characters,,Living Characters,,Nov-89,1989
280859,Marlene Blackgar (Earth-616),\/Marlene_Blackgar_(Earth-616),,Bad Characters,White Eyes,Brown Hair,Female Characters,,Deceased Characters,3,Jun-72,1972
280861,Peter (Mutant) (Earth-616),\/Peter_(Mutant)_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,2,2-Dec,2002
280863,William (Mutant) (Earth-616),\/William_(Mutant)_(Earth-616),,Neutral Characters,White Eyes,Grey Hair,Male Characters,,Deceased Characters,1,1-Oct,2001
280865,Brian Rinehart (Earth-616),\/Brian_Rinehart_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Male Characters,,Deceased Characters,7,3-Dec,2003
281214,Mercenary (Human Fly Foe) (Earth-616),\/Mercenary_(Human_Fly_Foe)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Sep-77,1977
281217,Marion Martinet (Earth-616),\/Marion_Martinet_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Nov-77,1977
281299,Malik (Human Fly Foe) (Earth-616),\/Malik_(Human_Fly_Foe)_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,1,Jan-78,1978
281434,Lobe (Earth-616),\/Lobe_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,9,9-Nov,2009
281438,Bouncing Betty (Earth-616),\/Bouncing_Betty_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,9,9-Nov,2009
281454,Brandon Blake (Earth-616),\/Brandon_Blake_(Earth-616),,,,,Male Characters,,Living Characters,,Apr-96,1996
281458,Nicholas Blake (Earth-616),\/Nicholas_Blake_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,,Apr-96,1996
281477,Oliver Denton (Earth-616),\/Oliver_Denton_(Earth-616),,,,Black Hair,Male Characters,,Living Characters,1,Dec-92,1992
281616,Andy Hartnell (Earth-616),\/Andy_Hartnell_(Earth-616),Secret Identity,Good Characters,Black Eyes,Blue Hair,Male Characters,,Living Characters,1,4-Apr,2004
281618,Serafina Montoya (Earth-616),\/Serafina_Montoya_(Earth-616),,,,Blond Hair,Female Characters,,Living Characters,1,4-Feb,2004
281699,Albert Poole (Earth-616),\/Albert_Poole_(Earth-616),Public Identity,Neutral Characters,Black Eyes,Blond Hair,Male Characters,,Living Characters,1,Jun-60,1960
282036,Ed (Morlock) (Earth-616),\/Ed_(Morlock)_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,1,,
282038,Joe Bugs (Earth-616),\/Joe_Bugs_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Deceased Characters,1,,
282040,Mark (Mutant) (Earth-616),\/Mark_(Mutant)_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,1,Jan-83,1983
282042,Jill (Mutant) (Earth-616),\/Jill_(Mutant)_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Female Characters,,Deceased Characters,1,Jan-83,1983
282044,Anne (Mutant) (Earth-616),\/Anne_(Mutant)_(Earth-616),No Dual Identity,Bad Characters,,Brown Hair,Female Characters,,Deceased Characters,1,Jan-83,1983
282047,Remiped (Earth-616),\/Remiped_(Earth-616),,,,Brown Hair,Male Characters,,Living Characters,5,Oct-00,2000
282049,Blunt (Earth-616),\/Blunt_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,5,Nov-00,2000
282240,Alex (Telepath) (Earth-616),\/Alex_(Telepath)_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,2,2-Nov,2002
282243,Alistair (Earth-616),\/Alistair_(Earth-616),,Neutral Characters,,,,,Living Characters,1,7-Jul,2007
282245,Psiren (Earth-616),\/Psiren_(Earth-616),Secret Identity,Good Characters,,Bald,Female Characters,,Living Characters,4,Oct-99,1999
282247,Johnny Kitano (Earth-616),\/Johnny_Kitano_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,3,,
282259,Amp (Michelle) (Earth-616),\/Amp_(Michelle)_(Earth-616),Secret Identity,Good Characters,,White Hair,Female Characters,,Living Characters,2,8-May,2008
282307,Bumpkin (Earth-616),\/Bumpkin_(Earth-616),Secret Identity,Good Characters,,Bald,Male Characters,,Living Characters,1,Jul-96,1996
282315,John Gideon (Earth-616),\/John_Gideon_(Earth-616),,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,3,Sep-96,1996
282340,Winston Frankowski (Earth-616),\/Winston_Frankowski_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,1,5-Jul,2005
282355,Kuhrra Daizonest (Earth-616),\/Kuhrra_Daizonest_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,8-Nov,2008
282397,Susan Catrini (Earth-616),\/Susan_Catrini_(Earth-616),,Neutral Characters,,Red Hair,Female Characters,,Deceased Characters,3,7-Nov,2007
282399,Dray (Earth-616),\/Dray_(Earth-616),,Bad Characters,,Blond Hair,Male Characters,,Living Characters,1,8-Jul,2008
282401,Roc (Earth-616),\/Roc_(Earth-616),,Bad Characters,,Pink Hair,Male Characters,,Living Characters,1,8-Jul,2008
282403,Eleanor Sanford (Earth-616),\/Eleanor_Sanford_(Earth-616),Public Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,1,2-Jul,2002
282405,Ruth Durie (Earth-616),\/Ruth_Durie_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,2-Jul,2002
282407,Poppa (Earth-616),\/Poppa_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Deceased Characters,1,2-Jul,2002
282411,Frederick (Mutant) (Earth-616),\/Frederick_(Mutant)_(Earth-616),,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,3,9-Apr,2009
282428,Milo Gunderson (Earth-616),\/Milo_Gunderson_(Earth-616),,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,1,7-Apr,2007
282432,Douglas Hutchinson (Earth-616),\/Douglas_Hutchinson_(Earth-616),Secret Identity,,,Brown Hair,Male Characters,,Living Characters,1,Mar-94,1994
282435,Shirow Ishihara (Earth-616),\/Shirow_Ishihara_(Earth-616),Secret Identity,,,Black Hair,Male Characters,,Living Characters,3,May-99,1999
282442,Connor Laughlin (Earth-616),\/Connor_Laughlin_(Earth-616),,,,Brown Hair,Male Characters,,Living Characters,1,5-Feb,2005
282449,Dale Sturm (Earth-616),\/Dale_Sturm_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3,Apr-40,1940
282450,Raymond Dawson (Earth-616),\/Raymond_Dawson_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,49,Sep-40,1940
282452,David Dean (Earth-616),\/David_Dean_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,3,Mar-40,1940
282458,Josette (Earth-616),\/Josette_(Earth-616),Secret Identity,Good Characters,Green Eyes,White Hair,Female Characters,,Living Characters,1,3-Jan,2003
282460,Robert (Mutant) (Earth-616),\/Robert_(Mutant)_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,1,3-Jan,2003
282462,Jimmy Everett (Earth-616),\/Jimmy_Everett_(Earth-616),,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,3,,
282463,Mandy (Mutant) (Earth-616),\/Mandy_(Mutant)_(Earth-616),,,Brown Eyes,Red Hair,Female Characters,,Living Characters,1,3-Mar,2003
282465,Marylin (Mutant) (Earth-616),\/Marylin_(Mutant)_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,3,3-Oct,2003
282467,Benjamin Ruff (Earth-616),\/Benjamin_Ruff_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,4,Sep-40,1940
282468,Robert Foster (Earth-616),\/Robert_Foster_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,5,Jan-40,1940
282469,Teddy Matson (Earth-616),\/Teddy_Matson_(Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,2,Mar-93,1993
282472,Donovan Gorman (Earth-616),\/Donovan_Gorman_(Earth-616),Public Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,3,May-40,1940
282473,Matthew (Mutant) (Earth-616),\/Matthew_(Mutant)_(Earth-616),,,Black Eyes,Brown Hair,Male Characters,,Living Characters,1,Feb-98,1998
282476,Lynne Harris (Earth-616),\/Lynne_Harris_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,11,Aug-40,1940
282477,Linus Sinker (Earth-616),\/Linus_Sinker_(Earth-616),,Good Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,1,5-Oct,2005
282479,Anne Moore (Earth-616),\/Anne_Moore_(Earth-616),,Good Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,1,5-Oct,2005
282481,Jaime Vanderwall (Earth-616),\/Jaime_Vanderwall_(Earth-616),,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,1,5-Oct,2005
282484,Mark Hawkins (Earth-616),\/Mark_Hawkins_(Earth-616),,,Brown Eyes,Blond Hair,Male Characters,,Living Characters,1,6-Apr,2006
282487,Vincent Pettine (Earth-616),\/Vincent_Pettine_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1,6-Apr,2006
282489,Ken Masters (Earth-616),\/Ken_Masters_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3,Oct-39,1939
282490,Paula (Earth-616),\/Paula_(Earth-616),,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,1,8-Jul,2008
282492,Pig (Slave Trader) (Earth-616),\/Pig_(Slave_Trader)_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,1,Jul-99,1999
282494,Marlena Petrokova (Earth-616),\/Marlena_Petrokova_(Earth-616),,,,Black Hair,Female Characters,,Deceased Characters,1,Oct-97,1997
