page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
1471,Harvey Dent (New Earth),\/wiki\/Harvey_Dent_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,306,"1942, August",1942
1473,Basil Karlo (New Earth),\/wiki\/Basil_Karlo_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,,"1940, June",1940
1474,Matthew Hagen (New Earth),\/wiki\/Matthew_Hagen_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,28,"1961, December",1961
1475,Preston Payne (New Earth),\/wiki\/Preston_Payne_(New_Earth),Secret Identity,Bad Characters,Red Eyes,,Male Characters,,Deceased Characters,25,"1978, June",1978
1477,Cassius Payne (New Earth),\/wiki\/Cassius_Payne_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,28,"1994, May",1994
1478,John Stewart (New Earth),\/wiki\/John_Stewart_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,549,"1971, December",1971
1479,Guy Gardner (New Earth),\/wiki\/Guy_Gardner_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,593,"1968, March",1968
1480,Alexander Luthor (New Earth),\/wiki\/Alexander_Luthor_(New_Earth),Public Identity,Bad Characters,Green Eyes,,Male Characters,,Living Characters,677,"1986, October",1986
1481,Theodore Kord (New Earth),\/wiki\/Theodore_Kord_(New_Earth),Secret Identity,,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,429,"1986, February",1986
1482,Jean Loring (New Earth),\/wiki\/Jean_Loring_(New_Earth),Public Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,168,"1961, October",1961
1483,Susan Dearbon (New Earth),\/wiki\/Susan_Dearbon_(New_Earth),Public Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,235,"1961, March",1961
1484,Ralph Dibny (New Earth),\/wiki\/Ralph_Dibny_(New_Earth),Public Identity,,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,558,"1960, May",1960
1485,J'onn J'onzz (New Earth),\/wiki\/J%27onn_J%27onzz_(New_Earth),Public Identity,Good Characters,Red Eyes,,Male Characters,,Living Characters,,"1955, November",1955
1486,Aquaman (Arthur Curry),\/wiki\/Aquaman_(Arthur_Curry),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1121,"1941, November",1941
1487,Henry Heywood III (New Earth),\/wiki\/Henry_Heywood_III_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,55,"1984, October",1984
1488,Perry White (New Earth),\/wiki\/Perry_White_(New_Earth),Public Identity,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,350,"1986, October",1986
1489,Peter Ross (New Earth),\/wiki\/Peter_Ross_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,87,"1961, January",1961
1492,Sasha Bordeaux (New Earth),\/wiki\/Sasha_Bordeaux_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,79,"2000, December",2000
1494,Cassandra Cain (New Earth),\/wiki\/Cassandra_Cain_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,235,"1999, July",1999
1495,Vesper Fairchild (New Earth),\/wiki\/Vesper_Fairchild_(New_Earth),Public Identity,Good Characters,Green Eyes,,Female Characters,,Deceased Characters,26,"1997, March",1997
1497,Garfield Lynns (New Earth),\/wiki\/Garfield_Lynns_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,62,"1952, June",1952
1503,Sandra Wu-San (New Earth),\/wiki\/Sandra_Wu-San_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,89,"1976, January",1976
1510,Green Arrow (Oliver Queen),\/wiki\/Green_Arrow_(Oliver_Queen),Secret Identity,Good Characters,Green Eyes,Blond Hair,Male Characters,,Living Characters,1,"1941, November",1941
1514,Uxas (New Earth),\/wiki\/Uxas_(New_Earth),Public Identity,Bad Characters,Red Eyes,,Male Characters,,Deceased Characters,388,"1970, December",1970
1517,Doomsday (New Earth),\/wiki\/Doomsday_(New_Earth),Public Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Living Characters,,"1992, November",1992
1518,Gorilla Grodd (New Earth),\/wiki\/Gorilla_Grodd_(New_Earth),Public Identity,Bad Characters,Grey Eyes,Black Hair,Male Characters,,Living Characters,179,"1959, May",1959
1519,Leonard Snart (New Earth),\/wiki\/Leonard_Snart_(New_Earth),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,219,"1957, June",1957
1520,Evan McCulloch (New Earth),\/wiki\/Evan_McCulloch_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,116,"1989, February",1989
1521,Frances Kane (New Earth),\/wiki\/Frances_Kane_(New_Earth),Public Identity,,Blue Eyes,Purple Hair,Female Characters,,Living Characters,66,"1982, March",1982
1522,George Harkness (New Earth),\/wiki\/George_Harkness_(New_Earth),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,224,"1960, December",1960
1523,Owen Mercer (New Earth),\/wiki\/Owen_Mercer_(New_Earth),Secret Identity,Reformed Criminals,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,78,"2004, October",2004
1527,Citizen Abra (New Earth),\/wiki\/Citizen_Abra_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,92,"1962, May",1962
1528,William Batson (New Earth),\/wiki\/William_Batson_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,321,"1940, February",1940
1529,Albert Desmond (New Earth),\/wiki\/Albert_Desmond_(New_Earth),,,Green Eyes,Red Hair,Male Characters,,Living Characters,65,"1958, April",1958
1547,Orion (New Earth),\/wiki\/Orion_(New_Earth),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Deceased Characters,237,"1971, March",1971
1549,Slade Wilson (New Earth),\/wiki\/Slade_Wilson_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,336,"1980, December",1980
1552,Benjamin Harrison Hayes (New Earth),\/wiki\/Benjamin_Harrison_Hayes_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,3,"1990, August",1990
1553,Angela Margolin (New Earth),\/wiki\/Angela_Margolin_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,13,"1998, December",1998
1554,John Henry Irons (New Earth),\/wiki\/John_Henry_Irons_(New_Earth),Public Identity,Good Characters,Brown Eyes,,Male Characters,,Living Characters,345,"1993, June",1993
1555,Amazo (New Earth),\/wiki\/Amazo_(New_Earth),Public Identity,Bad Characters,Red Eyes,,Male Characters,,Living Characters,71,"1960, July",1960
1556,Roy Harper (New Earth),\/wiki\/Roy_Harper_(New_Earth),Secret Identity,Neutral Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,654,"1941, November",1941
1557,Big Barda (New Earth),\/wiki\/Big_Barda_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,216,"1971, October",1971
1558,Teth-Adam (New Earth),\/wiki\/Teth-Adam_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,152,"1945, December",1945
1559,Michael Jon Carter (New Earth),\/wiki\/Michael_Jon_Carter_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,427,"1986, February",1986
1560,Nathaniel Adam (New Earth),\/wiki\/Nathaniel_Adam_(New_Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,386,"1987, March",1987
1563,Lisa Snart (New Earth),\/wiki\/Lisa_Snart_(New_Earth),,,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,44,"1977, June",1977
1564,Lobo (New Earth),\/wiki\/Lobo_(New_Earth),Public Identity,Neutral Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,353,"1983, June",1983
1565,Clifford Zmeck (New Earth),\/wiki\/Clifford_Zmeck_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,69,"1988, February",1988
1566,Mary Batson (New Earth),\/wiki\/Mary_Batson_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,168,"1995, April",1995
1567,Mordru (New Earth),\/wiki\/Mordru_(New_Earth),Public Identity,Bad Characters,Hazel Eyes,,Male Characters,,Living Characters,36,"1968, June",1968
1568,Scott Free (New Earth),\/wiki\/Scott_Free_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,268,"1971, April",1971
1569,Charles Victor Szasz (New Earth),\/wiki\/Charles_Victor_Szasz_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Deceased Characters,128,"1967, June",1967
1573,Izaya (New Earth),\/wiki\/Izaya_(New_Earth),Public Identity,Good Characters,Grey Eyes,White Hair,Male Characters,,Deceased Characters,132,"1971, March",1971
1574,Bernhard Baker (New Earth),\/wiki\/Bernhard_Baker_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,229,"1965, September",1965
1576,Richard Grayson (New Earth),\/wiki\/Richard_Grayson_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,1237,"1940, April",1940
1577,Zatanna Zatara (New Earth),\/wiki\/Zatanna_Zatara_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,439,"1964, November",1964
1578,Maxima (New Earth),\/wiki\/Maxima_(New_Earth),Public Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,,Deceased Characters,124,"1989, September",1989
1579,Kimiyo Hoshi (New Earth),\/wiki\/Kimiyo_Hoshi_(New_Earth),Secret Identity,,Black Eyes,Black Hair,Female Characters,,Living Characters,189,"1985, July",1985
1580,Kara Zor-L (Earth-Two),\/wiki\/Kara_Zor-L_(Earth-Two),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,635,"1976, February",1976
1581,Patrick O'Brian (New Earth),\/wiki\/Patrick_O%27Brian_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,,"1941, August",1941
1582,Victor Stone (New Earth),\/wiki\/Victor_Stone_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,584,"1980, October",1980
1583,Cyrus Gold (New Earth),\/wiki\/Cyrus_Gold_(New_Earth),Secret Identity,Bad Characters,Black Eyes,White Hair,Male Characters,,Deceased Characters,174,"1944, October",1944
1584,Linda Danvers (New Earth),\/wiki\/Linda_Danvers_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,123,"1996, September",1996
1585,Thaal Sinestro (New Earth),\/wiki\/Thaal_Sinestro_(New_Earth),Public Identity,Neutral Characters,Yellow Eyes,Black Hair,Male Characters,,Living Characters,237,"1961, August",1961
1587,Anita Fite (New Earth),\/wiki\/Anita_Fite_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,57,"2000, January",2000
1589,Boleslaw Uminski (New Earth),\/wiki\/Boleslaw_Uminski_(New_Earth),,,,Blond Hair,Male Characters,,Living Characters,9,"1987, December",1987
1597,Hartley Rathaway (New Earth),\/wiki\/Hartley_Rathaway_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Homosexual Characters,Living Characters,160,"1959, May",1959
1598,Greta Hayes (New Earth),\/wiki\/Greta_Hayes_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,84,"1998, June",1998
1599,Phantom Stranger (New Earth),\/wiki\/Phantom_Stranger_(New_Earth),Secret Identity,,Black Eyes,Black Hair,Male Characters,,Living Characters,335,"1952, September",1952
1603,Rory Regan (New Earth),\/wiki\/Rory_Regan_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,131,"1976, September",1976
1604,Gavin King (New Earth),\/wiki\/Gavin_King_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,25,"2001, October",2001
1606,Amanda Waller (New Earth),\/wiki\/Amanda_Waller_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,222,"1986, November",1986
1607,Cassandra Sandsmark (New Earth),\/wiki\/Cassandra_Sandsmark_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,423,"1996, January",1996
1610,Mia Dearden (New Earth),\/wiki\/Mia_Dearden_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,109,"2001, May",2001
1611,Garfield Logan (New Earth),\/wiki\/Garfield_Logan_(New_Earth),Public Identity,Good Characters,Green Eyes,Green Hair,Male Characters,,Living Characters,595,"1965, November",1965
1612,Koriand'r (New Earth),\/wiki\/Koriand%27r_(New_Earth),Secret Identity,Good Characters,Green Eyes,,Female Characters,,Living Characters,,"1980, October",1980
1614,Grace Choi (New Earth),\/wiki\/Grace_Choi_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,Bisexual Characters,Living Characters,100,"2003, August",2003
1616,Rex Mason (New Earth),\/wiki\/Rex_Mason_(New_Earth),Secret Identity,,Black Eyes,,Male Characters,,Living Characters,470,"1965, January",1965
1618,Anissa Pierce (New Earth),\/wiki\/Anissa_Pierce_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Homosexual Characters,Living Characters,92,"2003, August",2003
1619,Jefferson Pierce (New Earth),\/wiki\/Jefferson_Pierce_(New_Earth),Secret Identity,Good Characters,Brown Eyes,,Male Characters,,Living Characters,344,"1977, April",1977
1620,Vandar Adg (New Earth),\/wiki\/Vandar_Adg_(New_Earth),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,188,"1943, December",1943
1623,Noah Kuttler (New Earth),\/wiki\/Noah_Kuttler_(New_Earth),Public Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,98,"1976, September",1976
1624,Doris Zuel (New Earth),\/wiki\/Doris_Zuel_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,,"1944, June",1944
1625,Carol Ferris (New Earth),\/wiki\/Carol_Ferris_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,319,"1959, October",1959
1626,Remoni-Notra (New Earth),\/wiki\/Remoni-Notra_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,29,"1976, June",1976
1643,Jade Nguyen (New Earth),\/wiki\/Jade_Nguyen_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,103,"1983, August",1983
1645,Floyd Lawton (New Earth),\/wiki\/Floyd_Lawton_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,227,"1950, June",1950
1646,Albrecht Krieger (New Earth),\/wiki\/Albrecht_Krieger_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,32,"1995, July",1995
1647,Scandal Savage (New Earth),\/wiki\/Scandal_Savage_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Homosexual Characters,Living Characters,65,"2005, July",2005
1648,Thomas Blake (New Earth),\/wiki\/Thomas_Blake_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,108,"1963, January",1963
1658,Margaret Sawyer (New Earth),\/wiki\/Margaret_Sawyer_(New_Earth),Public Identity,,Blue Eyes,,Female Characters,Homosexual Characters,Living Characters,180,"1987, April",1987
1659,James Gordon (New Earth),\/wiki\/James_Gordon_(New_Earth),Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,1316,"1987, February",1987
1660,Victoria Vale (New Earth),\/wiki\/Victoria_Vale_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,134,"1948, October",1948
1662,Harvey Bullock (New Earth),\/wiki\/Harvey_Bullock_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,413,"1974, July",1974
1667,Carmine Falcone (New Earth),\/wiki\/Carmine_Falcone_(New_Earth),Public Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Deceased Characters,24,"1987, February",1987
1668,Maximillian Zeus (New Earth),\/wiki\/Maximillian_Zeus_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,36,"1979, May",1979
1669,Delbert Billings (New Earth),\/wiki\/Delbert_Billings_(New_Earth),,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,4,"1966, December",1966
1670,Fay Moffit (New Earth),\/wiki\/Fay_Moffit_(New_Earth),,Bad Characters,Blue Eyes,Pink Hair,Female Characters,,Deceased Characters,12,"1995, November",1995
1671,Neron (New Earth),\/wiki\/Neron_(New_Earth),Secret Identity,Bad Characters,White Eyes,Blond Hair,Male Characters,,Living Characters,73,"1995, November",1995
1672,Jebediah of Canaan (New Earth),\/wiki\/Jebediah_of_Canaan_(New_Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,67,"1987, April",1987
1673,Roman Sionis (New Earth),\/wiki\/Roman_Sionis_(New_Earth),Public Identity,Bad Characters,Black Eyes,,Male Characters,,Deceased Characters,92,"1985, August",1985
1674,Julian Day (New Earth),\/wiki\/Julian_Day_(New_Earth),Secret Identity,Bad Characters,Black Eyes,,Male Characters,,Living Characters,32,"1958, September",1958
1675,Jonathan Crane (New Earth),\/wiki\/Jonathan_Crane_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,222,"1941, September",1941
1676,Victor Zsasz (New Earth),\/wiki\/Victor_Zsasz_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,73,"1992, June",1992
1677,Anatoli Knyazev (New Earth),\/wiki\/Anatoli_Knyazev_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Deceased Characters,38,"1988, March",1988
1679,Hector Hall (New Earth),\/wiki\/Hector_Hall_(New_Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,165,"1983, September",1983
1680,Kent Nelson (New Earth),\/wiki\/Kent_Nelson_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,422,"1940, May",1940
1681,Rex Tyler (New Earth),\/wiki\/Rex_Tyler_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,288,"1940, March",1940
1682,Richard Tyler (New Earth),\/wiki\/Richard_Tyler_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,212,"1985, November",1985
1683,Matthew Tyler (New Earth),\/wiki\/Matthew_Tyler_(New_Earth),Public Identity,Good Characters,White Eyes,,Male Characters,,Deceased Characters,86,"1997, November",1997
1684,Charles McNider (New Earth),\/wiki\/Charles_McNider_(New_Earth),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,361,"1941, April",1941
1685,Pieter Cross (New Earth),\/wiki\/Pieter_Cross_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,284,"1999, February",1999
1686,Elizabeth Chapel (New Earth),\/wiki\/Elizabeth_Chapel_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,43,"1985, October",1985
1687,Theodore Knight (New Earth),\/wiki\/Theodore_Knight_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,356,"1941, April",1941
1689,Mikaal Tomas (New Earth),\/wiki\/Mikaal_Tomas_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Purple Hair,Male Characters,Homosexual Characters,Living Characters,87,"1976, March",1976
1690,Gavyn (New Earth),\/wiki\/Gavyn_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,44,"1980, January",1980
1691,William Payton (New Earth),\/wiki\/William_Payton_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,91,"1988, October",1988
1692,David Knight (New Earth),\/wiki\/David_Knight_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,16,"1990, September",1990
1693,Jack Knight (New Earth),\/wiki\/Jack_Knight_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,122,"1994, September",1994
1695,Farris Knight (DC One Million),\/wiki\/Farris_Knight_(DC_One_Million),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,10,"1998, October",1998
1696,Courtney Whitmore (New Earth),\/wiki\/Courtney_Whitmore_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,305,"1999, July",1999
1699,Terrence Sloane (New Earth),\/wiki\/Terrence_Sloane_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,151,"1942, January",1942
1700,Michael Holt (New Earth),\/wiki\/Michael_Holt_(New_Earth),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,300,"1997, June",1997
1702,Richard Occult (New Earth),\/wiki\/Richard_Occult_(New_Earth),Secret Identity,,Grey Eyes,Black Hair,Male Characters,,Living Characters,125,"1935, October",1935
1703,Neal Emerson (New Earth),\/wiki\/Neal_Emerson_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,81,"1963, June",1963
